| Idx | Short Name                                         | Start (ns)       | End (ns)         | Duration (ns) | Stream | Category        | Grid       | Block      | Regs/Thr | ShMem (B) | Comm Algorithm              | Comm Size Hint                    | Xfer Bytes | Xfer Kind | Full Name                                                                                                                                                                                                |
| 588 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 3519584434598692 | 3519584434608068 | 9376          | 23     | compute_kernel  | (74,2,1)   | (512,1,1)  | 128      | 161456    |                             |                                   |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 589 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584434607908 | 3519584434611620 | 3712          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 590 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 3519584434610564 | 3519584434616100 | 5536          | 23     | compute_kernel  | (112,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 591 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584434614468 | 3519584434622660 | 8192          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 592 | void router_gemm_kernel_float_output<__nv_bfloa... | 3519584434622980 | 3519584434625956 | 2976          | 23     | compute_kernel  | (384,1,1)  | (128,1,1)  | 64       | 16        |                             |                                   |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, 128, 8, 1, 384, 7168>(float*, __nv_bfloat16 const*, __nv_bfloat16 const*)                                                                            |
| 593 | void at::native::vectorized_elementwise_kernel<... | 3519584434623268 | 3519584434624580 | 1312          | 5644   | compute_kernel  | (14,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 594 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584434625188 | 3519584434627268 | 2080          | 5644   | compute_kernel  | (128,2,1)  | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 595 | void at::native::vectorized_elementwise_kernel<... | 3519584434626436 | 3519584434628612 | 2176          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul> >(int, at::native::FillFunctor<unsigned char>, std::array<char*, 1ul>)                  |
| 596 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584434627396 | 3519584434636772 | 9376          | 5644   | compute_kernel  | (2,4,1)    | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 597 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... | 3519584434629060 | 3519584434631716 | 2656          | 23     | compute_kernel  | (1,2,1)    | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                          |
| 598 | void at::native::vectorized_elementwise_kernel<... | 3519584434632164 | 3519584434633956 | 1792          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 32       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
| 599 | void moe::dev::routing::routingCustom::routingI... | 3519584434634148 | 3519584434641604 | 7456          | 23     | compute_kernel  | (1,1,1)    | (384,1,1)  | 40       | 4768      |                             |                                   |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, 384, 8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::... |
| 600 | triton_poi_fused_mul_silu_slice_0                  | 3519584434637092 | 3519584434639044 | 1952          | 5644   | compute_kernel  | (2,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 601 | void at::native::vectorized_elementwise_kernel<... | 3519584434639524 | 3519584434640708 | 1184          | 5644   | compute_kernel  | (1,1,1)    | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 602 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584434641188 | 3519584434642596 | 1408          | 5644   | compute_kernel  | (128,1,1)  | (32,1,1)   | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
| 603 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3519584434641604 | 3519584434652068 | 10464         | 23     | compute_kernel  | (4,8,1)    | (512,1,1)  | 128      | 202240    |                             |                                   |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                                 |
| 604 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... | 3519584434642756 | 3519584434648580 | 5824          | 5644   | compute_kernel  | (2,56,1)   | (256,1,1)  | 89       | 218112    |                             |                                   |            |           | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_2_4_1_2SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
| 605 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584434647748 | 3519584434655844 | 8096          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
